age,two_year_recid,sex,priors_count,length_of_stay,decile_score,c_charge_degree_F,c_charge_degree_M,race
28,1,0,9,8,8,1,0,0
24,1,0,9,4,9,0,1,1
31,1,0,16,52,9,1,0,1
24,0,0,0,1,9,1,0,1
23,1,0,7,1,8,1,0,1
62,0,0,0,0,1,1,0,0
25,1,1,4,0,7,1,0,1
49,0,0,1,10,7,0,1,1
50,1,0,0,35,1,1,0,0
47,1,0,3,39,8,1,0,1
37,0,0,14,1,8,1,0,1
26,0,0,0,1,2,0,1,0
28,0,0,21,1,10,1,0,1
26,1,1,3,0,2,1,0,1
20,1,0,1,0,8,1,0,1
34,1,0,9,17,10,1,0,1
46,1,0,9,115,9,1,0,1
21,1,0,0,6,8,1,0,1
27,1,1,2,62,5,1,0,0
21,1,0,3,17,8,0,1,1
29,0,0,1,14,4,1,0,0
46,0,0,4,1,4,1,0,0
24,0,0,0,0,4,1,0,1
57,1,0,8,-1,4,0,1,1
33,1,0,4,1,2,1,0,1
23,1,0,4,143,9,1,0,1
29,0,0,5,1,8,1,0,1
22,1,0,0,9,4,0,1,0
33,1,1,1,4,6,0,1,0
40,1,0,3,0,8,1,0,1
32,1,0,10,3,6,1,0,1
24,0,0,1,1,4,0,1,1
32,0,0,1,0,2,1,0,1
19,1,0,2,0,7,1,0,1
23,1,0,6,1,9,1,0,1
39,1,0,17,181,7,1,0,0
25,0,0,1,0,3,1,0,1
42,1,0,6,0,8,1,0,1
29,0,0,1,43,3,0,1,0
38,0,0,2,1,1,0,1,0
32,1,0,10,6,5,1,0,0
23,1,0,4,0,5,0,1,0
58,1,0,10,1,3,1,0,1
42,1,0,9,0,6,1,0,1
26,1,0,1,8,4,1,0,0
27,0,0,1,1,1,1,0,0
33,0,0,1,0,2,1,0,0
33,1,0,2,-1,8,1,0,1
23,1,0,0,1,2,0,1,1
25,1,0,4,19,8,1,0,1
32,1,0,0,5,2,1,0,1
29,0,1,0,1,2,0,1,0
38,1,0,19,0,9,1,0,1
29,0,0,0,0,1,0,1,0
27,1,0,6,34,8,1,0,1
25,1,0,0,1,2,0,1,0
31,1,1,2,1,5,1,0,0
30,1,0,8,64,9,1,0,1
41,0,0,0,0,7,1,0,1
59,0,0,8,5,4,1,0,1
21,1,0,1,0,4,0,1,0
27,1,0,6,39,4,1,0,1
30,0,0,0,1,1,1,0,1
43,0,0,4,47,5,1,0,0
24,0,1,2,0,9,1,0,0
45,1,0,13,6,7,0,1,1
23,1,0,0,18,9,1,0,0
40,0,1,5,55,10,1,0,0
23,0,1,0,2,7,1,0,1
39,0,0,3,1,2,1,0,1
26,1,1,5,33,5,1,0,1
26,0,1,0,0,2,0,1,0
21,0,0,0,1,4,0,1,1
30,0,0,3,65,3,1,0,0
44,0,0,0,11,4,1,0,0
21,1,0,1,20,7,1,0,1
23,0,0,0,1,4,0,1,1
49,0,1,1,0,1,1,0,1
23,1,0,3,53,10,1,0,1
24,1,0,1,75,5,1,0,1
21,1,1,1,0,4,1,0,1
37,1,1,7,6,6,1,0,0
28,1,0,2,10,2,1,0,0
24,1,1,2,1,6,1,0,1
31,0,0,0,-1,7,1,0,0
24,1,0,2,506,10,0,1,1
25,0,0,1,0,2,1,0,1
33,1,0,1,1,1,0,1,1
26,1,0,24,85,10,0,1,1
27,0,0,1,5,7,1,0,1
46,0,0,0,1,1,1,0,0
38,1,1,1,1,6,0,1,0
24,0,1,0,0,5,0,1,1
38,0,1,0,1,4,0,1,1
27,1,0,7,4,9,1,0,1
48,0,0,6,1,3,1,0,1
31,1,1,2,27,4,1,0,0
28,1,0,5,51,5,0,1,1
25,1,0,6,1,5,0,1,0
55,0,0,0,1,1,0,1,0
40,1,0,5,30,7,1,0,1
21,1,0,0,1,4,1,0,1
28,1,0,10,243,7,1,0,1
20,1,0,2,0,9,1,0,1
31,1,0,10,4,9,1,0,1
57,0,1,0,77,1,0,1,1
25,0,0,0,7,2,0,1,1
22,1,0,7,11,8,1,0,1
31,1,0,3,15,3,1,0,1
43,0,0,7,0,4,1,0,1
25,0,1,0,0,4,0,1,0
40,0,0,1,1,1,1,0,1
20,1,0,0,2,5,1,0,1
35,0,0,2,0,7,0,1,1
34,1,0,1,1,1,0,1,1
27,1,0,18,178,9,1,0,0
38,1,1,3,0,1,1,0,1
21,1,0,0,0,7,1,0,0
25,1,0,0,1,1,0,1,1
53,1,0,6,8,6,0,1,1
50,0,1,4,13,3,1,0,1
23,0,1,1,1,6,0,1,0
27,1,0,0,0,3,0,1,0
29,1,0,5,0,8,1,0,1
38,0,0,1,3,1,0,1,1
54,0,1,2,0,2,1,0,0
26,1,0,1,57,10,1,0,1
37,1,0,23,1,8,1,0,1
36,1,0,25,0,10,0,1,1
28,1,0,18,12,10,1,0,1
49,0,0,1,1,1,0,1,1
36,0,0,11,0,7,1,0,1
41,0,1,0,1,3,1,0,0
40,0,0,9,0,9,1,0,0
21,1,0,7,10,10,1,0,1
33,0,0,0,0,1,1,0,0
26,0,0,7,19,7,1,0,1
27,1,1,0,3,3,0,1,1
35,0,0,1,0,2,1,0,1
27,0,0,3,1,2,0,1,1
31,0,1,3,61,5,1,0,1
36,1,0,26,0,8,1,0,1
50,0,0,1,0,1,1,0,0
52,0,0,1,0,1,1,0,0
24,0,0,1,2,4,0,1,1
38,0,0,0,1,4,1,0,1
54,0,0,11,1,8,1,0,1
71,0,0,13,0,2,1,0,0
27,1,0,9,0,7,1,0,1
39,0,1,1,39,4,1,0,0
36,1,1,5,0,6,1,0,1
55,0,0,0,0,1,1,0,1
27,0,0,0,8,4,1,0,0
23,1,0,2,0,4,1,0,1
20,1,0,1,0,7,1,0,1
31,0,1,10,1,8,1,0,1
24,0,0,8,37,9,1,0,0
37,1,1,2,1,8,1,0,0
26,0,0,0,0,3,1,0,0
29,0,0,0,0,2,1,0,0
41,1,0,4,-1,1,0,1,1
37,1,0,0,0,1,1,0,1
46,0,0,2,0,3,1,0,0
56,1,1,10,41,5,1,0,0
23,1,0,0,0,3,1,0,1
23,1,1,1,1,5,1,0,1
25,1,0,0,-1,8,1,0,1
24,1,0,1,1,7,1,0,1
24,1,0,2,10,7,1,0,0
23,1,0,0,14,9,1,0,1
43,0,0,2,1,1,1,0,0
53,0,1,0,0,1,0,1,0
24,1,0,1,57,6,1,0,1
28,0,0,0,0,4,1,0,1
21,0,0,1,1,3,1,0,0
33,1,0,3,1,7,1,0,0
35,0,1,1,1,1,1,0,1
55,0,0,3,1,3,0,1,0
28,0,0,0,0,3,0,1,1
44,1,0,0,2,1,0,1,0
19,1,0,3,0,10,1,0,1
24,1,0,3,-1,8,1,0,1
50,0,0,2,1,3,1,0,0
31,0,0,0,21,4,0,1,1
28,1,1,0,0,4,1,0,0
42,0,0,0,1,1,1,0,0
21,1,0,0,97,9,0,1,1
21,1,0,0,0,8,1,0,0
31,1,0,3,1,5,1,0,0
27,1,0,0,0,9,1,0,0
28,1,0,7,77,5,1,0,1
67,0,0,0,1,1,0,1,0
32,0,1,11,0,7,1,0,1
44,0,0,7,1,4,1,0,1
25,1,0,1,0,4,1,0,1
30,1,1,15,1,8,0,1,1
28,0,0,9,0,4,0,1,0
27,1,0,0,3,6,1,0,1
25,0,1,0,2,4,0,1,0
31,1,0,5,1,5,1,0,0
30,1,0,0,0,1,0,1,0
33,0,0,4,7,2,1,0,1
26,1,0,1,0,3,0,1,1
22,1,1,2,2,7,0,1,0
50,0,0,0,0,1,1,0,0
58,1,0,1,0,1,1,0,0
34,1,0,3,1,4,0,1,0
32,1,0,1,0,1,1,0,0
29,1,0,0,1,1,0,1,1
27,0,0,0,0,1,0,1,1
39,0,0,5,18,3,1,0,0
24,0,0,0,1,3,1,0,1
38,0,0,8,1,7,0,1,1
52,0,0,7,0,2,1,0,0
56,1,0,3,1,2,0,1,1
46,1,0,7,36,6,1,0,0
38,1,0,5,3,1,1,0,0
47,0,0,3,63,5,0,1,0
32,0,0,0,0,1,1,0,0
34,0,0,27,0,7,0,1,1
42,0,0,5,2,6,1,0,1
35,1,1,0,2,1,0,1,1
20,1,0,0,6,10,1,0,0
32,1,1,2,32,10,1,0,0
21,0,0,0,0,5,0,1,0
24,1,0,0,1,2,0,1,1
24,1,0,1,123,9,0,1,1
26,1,0,0,0,3,0,1,1
52,0,0,8,39,2,1,0,0
27,0,0,1,2,2,0,1,1
27,0,1,0,0,5,0,1,0
56,0,0,0,1,1,1,0,0
52,1,0,16,11,9,1,0,0
37,1,0,3,1,1,1,0,1
45,0,0,0,0,1,0,1,1
36,1,1,3,27,6,1,0,0
29,0,1,0,0,2,1,0,1
27,0,0,11,4,8,1,0,1
28,1,0,11,0,8,1,0,1
38,0,0,4,0,1,0,1,1
19,1,1,1,434,9,1,0,1
37,0,1,1,1,1,1,0,0
34,1,0,0,2,1,0,1,1
37,1,0,7,69,8,1,0,0
21,0,0,1,1,8,1,0,1
21,1,0,0,7,9,1,0,1
38,0,1,3,0,4,1,0,0
47,0,0,1,1,4,0,1,1
56,0,0,3,191,2,1,0,0
27,1,0,2,246,7,1,0,1
23,0,0,0,1,8,0,1,1
57,0,0,0,2,1,1,0,0
25,0,0,9,12,7,1,0,1
23,1,1,2,116,10,1,0,1
32,1,0,8,2,10,1,0,1
36,0,1,2,0,5,0,1,1
41,0,0,5,0,5,0,1,1
21,1,0,1,1,6,1,0,1
31,0,0,2,2,4,0,1,1
37,0,0,0,0,1,0,1,0
27,0,0,0,1,2,1,0,1
22,1,0,2,16,4,1,0,1
59,0,0,2,18,1,1,0,0
33,1,1,0,29,9,1,0,1
43,0,1,2,2,3,1,0,1
25,1,0,5,101,4,1,0,0
23,1,0,3,3,5,1,0,1
43,1,1,3,1,2,0,1,0
56,1,0,9,19,1,0,1,0
20,1,1,1,3,8,1,0,1
50,1,0,2,0,5,0,1,1
54,0,1,1,3,2,0,1,0
20,1,0,1,1,10,1,0,1
36,1,1,3,0,6,1,0,1
56,0,0,0,1,4,0,1,1
25,0,0,2,1,9,1,0,1
42,1,1,1,21,3,1,0,0
48,0,0,4,1,6,1,0,1
34,1,0,21,5,10,0,1,1
28,0,0,0,0,2,1,0,0
32,0,0,1,1,3,1,0,0
31,0,1,2,1,1,1,0,0
24,1,1,4,5,9,1,0,1
25,1,1,0,0,4,1,0,0
32,0,1,4,0,2,1,0,0
37,1,0,20,35,9,1,0,1
24,1,0,1,1,3,1,0,1
48,0,0,0,1,1,0,1,1
35,0,0,1,0,2,1,0,1
21,1,0,1,1,4,1,0,1
21,1,1,0,33,10,1,0,1
27,1,1,0,2,2,1,0,0
22,0,0,0,1,2,1,0,1
28,0,0,4,0,5,1,0,1
26,0,0,0,1,2,0,1,1
34,0,0,0,0,2,1,0,0
22,0,0,3,33,9,1,0,1
44,0,0,5,6,2,1,0,0
57,0,0,1,17,2,1,0,0
22,1,0,0,5,8,1,0,1
24,1,0,7,68,8,1,0,1
20,0,0,0,0,4,1,0,0
60,0,0,13,0,3,1,0,1
22,0,1,2,1,5,1,0,1
72,0,0,7,-1,4,1,0,0
33,1,0,3,3,5,1,0,1
24,1,0,1,0,4,1,0,1
60,0,0,0,218,1,1,0,1
24,1,0,3,7,5,1,0,0
30,0,0,1,2,4,0,1,1
43,0,1,0,29,6,0,1,0
45,0,0,1,2,1,0,1,1
31,0,0,1,-1,1,0,1,0
40,0,0,0,2,1,0,1,1
50,0,0,1,1,1,1,0,0
41,0,0,7,0,4,1,0,1
34,1,0,5,0,6,1,0,0
28,0,1,0,2,6,1,0,0
23,1,0,2,0,9,1,0,0
21,1,0,1,48,6,1,0,0
22,1,1,2,34,8,0,1,1
29,1,0,6,35,8,1,0,1
30,0,1,0,0,2,0,1,1
45,1,0,3,92,3,0,1,0
24,0,1,2,1,4,1,0,1
31,1,0,4,29,8,1,0,0
56,0,0,0,0,1,0,1,0
24,1,0,14,180,10,1,0,1
38,0,0,11,18,6,1,0,1
51,1,0,22,34,9,1,0,1
22,0,0,0,0,3,1,0,0
28,0,0,5,1,8,0,1,1
47,1,0,19,212,8,1,0,1
51,1,0,0,30,4,0,1,1
25,0,0,1,42,3,0,1,0
30,0,0,0,2,1,1,0,1
33,1,0,0,0,6,1,0,0
35,1,0,5,225,4,1,0,1
33,0,1,0,1,2,1,0,1
33,0,1,1,84,7,1,0,0
27,1,0,2,132,7,1,0,1
29,1,1,9,14,7,1,0,1
24,1,0,3,44,10,1,0,1
43,0,0,5,0,9,1,0,1
37,1,0,11,0,7,0,1,1
53,0,0,13,91,7,1,0,1
26,1,0,4,0,8,1,0,1
30,0,1,1,0,3,0,1,0
27,1,0,6,1,7,1,0,1
39,1,0,9,1,5,1,0,0
37,1,0,4,0,4,0,1,0
22,1,0,3,10,10,0,1,0
25,0,0,0,2,6,1,0,0
28,0,1,0,0,6,0,1,0
25,1,0,0,1,5,0,1,1
58,0,0,1,3,1,1,0,0
29,1,1,1,2,5,0,1,0
33,0,0,8,2,5,1,0,1
38,0,0,0,1,1,1,0,1
38,0,0,2,19,3,1,0,0
59,1,0,22,69,6,1,0,1
53,1,0,0,3,2,0,1,0
33,1,0,2,0,8,1,0,1
58,0,0,1,0,1,0,1,0
53,0,0,2,40,4,1,0,0
32,1,0,0,17,6,0,1,0
35,1,0,6,10,8,1,0,1
39,0,0,1,1,1,1,0,0
42,1,1,5,6,4,0,1,0
37,0,0,0,0,2,0,1,1
39,0,0,0,3,1,1,0,0
52,0,1,3,0,1,0,1,0
42,1,0,4,17,1,1,0,0
23,1,0,6,1,6,1,0,1
42,1,1,0,0,1,0,1,1
28,0,0,5,0,4,1,0,1
38,0,0,12,0,5,1,0,0
43,1,1,2,1,2,1,0,1
42,0,0,0,0,5,1,0,1
25,0,1,0,0,3,0,1,0
32,1,0,7,37,9,1,0,1
21,1,0,0,0,6,1,0,1
35,0,1,1,28,5,0,1,0
37,0,0,0,126,5,1,0,0
33,0,1,2,0,2,1,0,1
51,0,1,4,8,3,1,0,0
39,0,0,3,2,4,1,0,0
40,0,0,3,13,7,1,0,1
32,1,0,17,0,8,1,0,1
32,1,0,3,-1,6,1,0,0
32,1,0,10,0,6,1,0,1
47,1,0,5,0,3,0,1,0
23,0,1,0,0,7,0,1,0
63,1,0,10,2,4,1,0,0
38,1,0,16,241,9,1,0,1
32,1,0,6,2,5,0,1,1
31,1,0,4,24,8,1,0,1
23,0,0,0,1,3,1,0,1
47,0,1,0,0,1,0,1,0
33,1,0,1,10,8,1,0,0
22,0,0,1,8,4,1,0,0
40,1,0,0,0,1,0,1,0
36,1,0,14,173,7,1,0,1
65,0,1,0,1,1,0,1,0
22,0,1,0,1,3,0,1,1
26,1,1,4,0,3,1,0,0
52,1,0,2,4,9,1,0,0
34,0,0,5,4,1,1,0,1
33,1,0,1,1,1,0,1,1
21,0,0,1,0,7,1,0,1
46,0,0,9,5,4,1,0,1
57,0,0,1,1,4,0,1,0
22,1,0,2,0,3,1,0,1
48,1,1,1,1,1,0,1,0
40,0,0,21,29,5,1,0,1
30,0,1,1,0,2,1,0,1
21,1,0,4,33,7,0,1,0
39,1,1,22,3,10,1,0,1
33,1,1,0,1,6,0,1,0
24,0,0,0,-1,3,1,0,1
43,1,0,0,1,1,1,0,1
45,0,1,0,1,1,0,1,0
51,0,0,3,2,3,1,0,1
31,1,0,9,0,7,0,1,1
27,0,0,0,1,2,0,1,0
32,0,0,1,0,2,1,0,1
49,0,0,0,0,1,0,1,0
29,0,0,2,27,3,1,0,1
23,1,0,2,1,6,1,0,1
30,0,0,0,56,4,0,1,0
34,1,0,13,0,4,1,0,1
33,0,0,4,-1,6,1,0,1
28,0,0,1,1,2,0,1,1
29,0,0,1,40,8,1,0,1
38,0,0,0,0,1,0,1,0
37,0,0,0,0,3,1,0,0
33,1,1,0,0,1,0,1,0
51,0,0,19,13,9,1,0,1
65,0,0,7,0,5,0,1,1
32,0,1,1,0,1,0,1,1
38,1,0,5,0,7,1,0,0
35,0,0,1,0,4,1,0,1
57,0,0,1,0,1,1,0,0
26,0,0,1,-1,3,1,0,0
36,1,1,4,1,6,0,1,1
35,1,0,3,1,5,1,0,0
33,0,0,0,0,1,1,0,1
47,0,0,0,1,1,0,1,0
35,1,0,1,4,4,0,1,0
36,1,1,1,0,3,1,0,1
25,0,1,0,0,3,0,1,0
51,1,0,6,2,3,1,0,0
24,1,0,8,214,8,1,0,1
32,1,0,0,0,2,1,0,0
43,1,0,8,348,7,1,0,1
45,0,0,20,46,7,0,1,1
42,1,0,10,0,5,0,1,1
22,1,0,1,6,7,1,0,1
49,0,0,4,1,4,1,0,1
42,1,0,0,33,1,1,0,1
40,1,0,0,29,8,0,1,0
25,1,0,2,0,7,1,0,1
25,1,0,0,2,5,0,1,0
23,0,0,0,2,5,1,0,1
21,1,0,2,1,7,1,0,0
31,0,0,3,0,5,0,1,0
28,0,1,0,0,2,0,1,1
24,1,0,11,51,9,1,0,1
45,0,0,0,37,1,1,0,0
23,1,0,2,1,4,0,1,1
39,1,0,7,0,8,1,0,1
24,0,0,1,0,2,1,0,1
46,0,0,1,1,1,1,0,0
47,0,0,3,2,1,1,0,0
22,1,0,1,0,4,0,1,1
34,0,1,0,1,2,0,1,0
33,1,0,0,0,1,0,1,0
29,1,0,16,0,10,1,0,1
29,0,0,0,0,6,0,1,1
25,1,1,2,0,3,0,1,0
34,1,0,16,1,6,1,0,0
55,0,1,1,0,1,1,0,1
27,1,0,0,0,4,1,0,1
26,0,0,0,1,3,0,1,1
39,1,0,19,179,9,1,0,1
24,0,0,1,0,7,1,0,1
29,0,0,0,0,2,0,1,0
50,1,0,13,242,1,1,0,1
31,1,0,4,2,5,1,0,1
26,0,0,2,0,6,1,0,0
54,0,0,2,97,2,1,0,0
33,1,0,14,0,8,1,0,1
22,1,0,0,0,4,0,1,1
35,0,0,8,239,9,1,0,1
25,0,0,0,0,2,1,0,1
25,0,0,0,0,5,1,0,1
44,1,0,0,0,2,1,0,1
29,1,1,2,8,7,1,0,0
46,1,0,2,2,3,1,0,0
53,0,0,0,4,1,0,1,0
24,1,0,2,1,7,1,0,1
52,1,1,2,1,1,1,0,1
27,1,0,0,0,2,0,1,1
41,0,0,0,1,1,1,0,0
21,1,1,0,0,5,1,0,1
24,0,0,1,0,4,1,0,0
23,0,0,0,0,2,0,1,0
42,0,0,0,1,1,1,0,1
24,1,0,5,1,8,1,0,1
26,1,0,4,0,8,1,0,1
50,1,0,9,424,3,1,0,0
32,0,1,3,1,6,0,1,1
40,0,0,13,1,9,1,0,1
27,0,0,2,0,3,1,0,1
23,1,0,0,0,9,1,0,0
37,1,0,22,1,9,0,1,1
32,1,0,1,3,4,0,1,1
52,1,0,4,1,3,0,1,0
29,0,0,2,3,2,1,0,0
49,0,0,0,0,1,0,1,1
50,0,0,0,2,1,1,0,0
26,1,0,2,-1,2,1,0,0
34,1,1,0,31,8,1,0,0
28,0,1,1,9,7,1,0,0
30,1,0,0,0,3,1,0,1
24,1,0,3,1,4,1,0,1
25,1,0,0,0,2,0,1,1
25,1,0,4,9,3,0,1,1
45,0,0,2,0,1,1,0,0
26,1,0,1,3,7,1,0,0
40,0,0,2,1,1,0,1,0
21,1,0,1,15,7,1,0,1
55,0,0,0,0,1,0,1,0
22,1,0,1,0,3,1,0,0
23,0,1,1,0,3,1,0,1
57,1,0,9,58,4,1,0,0
33,1,0,0,0,3,0,1,0
32,0,0,2,1,1,1,0,0
47,0,0,3,13,2,1,0,0
51,1,0,6,18,1,0,1,0
22,0,0,1,1,6,1,0,1
47,0,0,2,1,1,1,0,0
28,1,0,1,0,1,1,0,0
28,0,0,5,34,8,1,0,1
44,1,1,1,6,1,0,1,0
25,1,0,0,2,4,1,0,1
34,0,0,4,0,2,0,1,1
65,0,0,0,0,1,0,1,0
33,1,0,5,119,6,1,0,0
23,0,1,0,0,3,0,1,0
44,0,1,0,0,1,0,1,0
24,0,0,1,0,3,0,1,1
51,0,0,1,1,2,0,1,0
21,1,1,0,1,8,1,0,1
39,0,0,6,0,6,1,0,0
29,1,0,29,5,8,1,0,1
24,0,0,1,0,6,1,0,0
23,1,1,0,2,5,1,0,1
31,1,0,11,-1,10,1,0,1
35,0,1,0,0,2,0,1,1
39,0,1,4,3,6,1,0,1
51,0,0,0,1,1,0,1,0
22,0,0,1,236,7,1,0,0
29,0,0,2,22,2,1,0,0
32,1,0,6,2,2,1,0,0
33,1,0,3,11,4,0,1,0
58,1,0,5,1,3,1,0,0
33,1,0,2,28,9,1,0,1
48,0,0,10,175,4,1,0,1
23,0,0,0,3,8,0,1,1
23,1,0,2,15,7,1,0,0
29,1,0,0,1,9,0,1,1
48,0,0,2,0,1,1,0,0
37,1,0,4,82,4,0,1,0
50,0,0,3,14,3,1,0,0
19,1,0,3,1,8,1,0,1
49,0,0,13,0,3,1,0,1
58,0,0,2,5,5,1,0,0
31,0,0,6,0,8,1,0,1
23,0,0,1,0,7,0,1,1
23,1,1,0,0,3,1,0,1
31,1,0,17,1,8,1,0,0
57,0,0,6,1,2,1,0,0
31,0,1,0,0,2,0,1,0
57,0,0,19,3,6,1,0,1
57,0,0,12,3,5,0,1,0
29,1,0,6,0,7,0,1,1
30,1,0,0,0,1,0,1,1
45,0,0,11,0,3,1,0,1
42,0,0,0,0,5,1,0,0
29,1,0,12,12,8,1,0,1
28,0,1,0,0,2,1,0,0
25,1,0,1,1,2,0,1,1
34,0,1,3,10,5,0,1,0
27,0,0,0,1,2,1,0,1
39,0,0,4,40,4,1,0,1
27,1,0,4,50,5,1,0,1
30,1,0,7,0,10,1,0,0
31,1,0,15,4,10,0,1,1
20,1,0,1,0,9,0,1,1
26,1,0,2,0,9,1,0,0
34,1,0,0,1,1,1,0,0
27,0,0,0,0,2,0,1,0
29,0,0,4,1,2,1,0,1
27,0,0,7,4,6,1,0,1
24,0,1,0,1,8,1,0,0
29,1,0,0,0,5,1,0,1
20,0,0,0,0,3,1,0,0
23,0,1,0,0,3,1,0,0
48,0,1,0,0,1,0,1,1
34,1,0,0,0,1,0,1,1
46,1,0,1,1,6,0,1,1
41,0,1,3,1,5,1,0,0
26,1,0,3,0,6,1,0,1
37,1,0,11,1,8,1,0,1
22,0,1,2,0,3,1,0,0
32,0,0,7,0,1,1,0,1
44,0,0,0,2,1,0,1,1
60,0,0,3,0,1,0,1,1
49,0,0,0,-1,1,1,0,0
30,1,0,10,1,4,0,1,1
52,0,0,0,1,1,1,0,0
34,0,0,0,1,10,1,0,1
55,1,0,5,3,4,1,0,1
33,0,0,0,0,7,0,1,1
22,1,0,0,0,6,1,0,1
27,0,1,0,1,2,0,1,1
20,1,0,0,0,5,1,0,1
33,0,0,0,53,2,1,0,0
26,0,0,0,2,2,0,1,1
29,0,0,0,1,5,0,1,1
32,0,0,1,0,3,0,1,1
37,0,0,4,0,1,0,1,0
31,0,0,15,104,10,1,0,1
29,1,0,6,0,8,1,0,1
31,0,0,6,41,4,1,0,1
36,0,1,2,1,3,1,0,0
37,0,1,1,8,1,1,0,1
34,1,0,5,6,2,0,1,0
20,1,0,1,1,5,0,1,0
24,1,0,8,35,9,1,0,0
29,1,0,8,0,9,0,1,1
45,0,1,1,2,1,1,0,1
34,1,0,2,0,7,1,0,0
70,0,0,0,1,1,0,1,1
23,0,0,4,3,9,1,0,1
27,0,0,5,2,4,0,1,0
44,1,0,6,118,6,1,0,0
26,0,0,0,0,5,0,1,1
23,0,1,2,0,6,0,1,0
27,1,0,3,7,9,1,0,1
46,0,1,1,25,2,1,0,0
27,0,1,1,26,5,1,0,1
45,0,0,7,1,2,1,0,0
42,0,0,1,7,5,0,1,1
24,1,1,3,0,5,0,1,0
20,1,0,2,2,8,1,0,1
49,0,0,3,0,4,1,0,0
52,0,1,1,3,1,1,0,0
26,0,0,1,7,3,0,1,1
53,1,0,15,80,1,1,0,1
38,1,0,0,749,8,0,1,1
25,0,0,1,-1,6,1,0,1
21,1,0,1,5,10,1,0,1
48,0,0,0,1,1,0,1,1
22,1,0,0,0,4,1,0,1
38,0,0,2,28,2,0,1,0
44,1,1,0,0,1,0,1,0
64,0,0,0,0,1,0,1,0
38,1,0,5,0,5,0,1,0
49,0,0,1,5,5,1,0,1
51,0,0,3,3,1,1,0,1
50,0,0,0,0,1,1,0,1
33,0,0,2,21,2,0,1,0
54,0,1,0,29,1,0,1,0
42,1,0,17,51,7,0,1,1
34,0,0,3,1,1,1,0,0
38,1,0,2,9,3,1,0,0
21,1,0,1,1,9,1,0,1
33,0,0,5,-1,4,1,0,1
32,1,0,9,23,7,0,1,1
45,0,0,1,1,1,0,1,0
30,1,0,1,33,8,1,0,0
29,0,1,0,1,10,1,0,1
51,1,1,0,7,1,0,1,0
28,0,1,0,0,3,1,0,1
27,0,0,1,0,3,1,0,0
30,0,1,0,-1,2,1,0,1
32,0,0,0,1,7,0,1,1
27,0,0,5,0,4,1,0,0
21,0,0,0,1,5,1,0,1
34,1,1,0,62,3,1,0,0
24,1,0,7,199,9,1,0,1
32,0,0,0,19,1,0,1,0
38,1,1,5,41,6,1,0,0
56,0,0,3,14,1,0,1,1
44,0,1,0,1,1,0,1,1
31,1,0,1,0,5,0,1,1
25,0,1,6,24,7,1,0,0
20,0,1,0,0,5,0,1,1
35,0,0,1,1,5,0,1,1
33,1,0,1,0,4,1,0,1
24,0,0,0,1,3,0,1,1
27,1,0,9,0,9,1,0,1
38,1,0,9,1,5,1,0,1
20,1,0,0,1,6,1,0,0
30,1,0,9,1,3,1,0,1
36,1,0,9,19,6,1,0,0
23,1,0,2,7,9,0,1,1
39,1,0,21,0,10,1,0,1
29,1,0,3,0,6,1,0,0
58,1,0,2,0,1,0,1,0
23,1,0,3,26,8,0,1,0
68,0,1,5,0,2,1,0,1
26,0,1,2,0,5,0,1,0
51,1,0,0,1,4,1,0,1
25,0,0,0,0,2,0,1,1
40,1,0,5,55,9,1,0,1
51,0,0,14,7,5,1,0,1
27,1,0,2,15,5,0,1,1
49,1,0,11,32,5,0,1,1
20,0,0,0,3,3,1,0,1
21,1,0,2,86,10,1,0,1
31,0,1,0,1,2,1,0,1
57,0,0,0,0,1,0,1,1
61,1,1,8,30,3,1,0,0
54,1,0,3,2,6,1,0,1
39,0,0,0,1,3,1,0,0
24,0,0,1,33,7,1,0,1
48,1,0,8,11,9,1,0,1
30,1,0,6,0,7,0,1,1
26,1,0,10,1,10,1,0,1
37,1,0,12,0,9,1,0,1
26,1,0,4,45,6,1,0,1
29,1,0,7,8,10,0,1,1
26,1,0,1,29,6,0,1,1
60,0,0,2,0,1,1,0,1
27,1,0,2,0,7,1,0,0
22,0,0,1,0,6,1,0,0
28,0,0,3,0,7,1,0,1
33,1,0,13,0,6,1,0,1
28,0,0,2,125,2,1,0,1
55,1,0,0,-1,1,0,1,0
21,1,0,6,0,8,1,0,1
29,1,1,6,67,7,1,0,0
24,1,0,2,49,8,0,1,1
50,1,0,12,1,1,1,0,1
24,1,0,1,1,6,0,1,1
47,0,0,1,49,2,1,0,1
54,0,0,6,0,1,1,0,0
42,0,1,0,1,2,0,1,0
35,0,0,5,0,3,1,0,0
30,1,0,0,1,4,1,0,1
53,0,0,1,0,1,1,0,0
31,0,1,2,2,3,0,1,1
31,1,0,0,1,2,1,0,1
47,0,0,9,64,4,1,0,1
24,1,0,9,3,9,0,1,1
22,0,1,2,2,9,1,0,1
30,0,1,2,0,2,1,0,1
43,1,1,22,26,10,0,1,0
50,0,0,0,0,1,0,1,1
42,0,1,3,0,5,1,0,0
29,1,1,1,13,7,1,0,0
25,1,0,5,54,9,1,0,1
36,0,0,4,1,5,1,0,1
24,1,0,1,2,5,0,1,1
28,0,0,5,0,5,1,0,0
31,1,0,0,0,1,0,1,0
23,0,0,0,3,4,1,0,1
29,1,0,4,7,6,0,1,0
51,1,0,11,79,5,0,1,1
34,0,0,1,1,5,1,0,1
